order_id,user_id,session_id,order_amount,category,order_timestamp
O00000760,U0091228,S00012984,"? 1,539",sports,22-05-2024 02:21
O00000761,U0091228,S00013006,"? 2,272",beauty,20-01-2024 17:55
O00000762,U0091228,S00013007,"? 3,055",grocery,01-10-2023 23:04
O00000763,U0091228,S00013015,"? 2,958",grocery,14-04-2023 00:48
O00000764,U0091228,S00013016,"? 2,369",grocery,01-02-2023 01:24
O00000765,U0091228,S00013022,"? 2,216",electronics,10-02-2024 10:45
O00000766,U0091228,S00013027,"? 2,241",fashion,04-09-2023 19:14
O00000767,U0091228,S00013032,"? 2,392",sports,28-04-2023 17:53
O00000768,U0091228,S00013038,"? 3,035",fashion,15-04-2024 08:49
O00000769,U0091228,S00013062,"? 1,166",home_decor,27-11-2023 10:19
O00000770,U0009946,S00013065,"? 3,216",home_decor,08-03-2024 13:47
O00000771,U0091228,S00013072,"? 1,702",toys,07-03-2024 09:49
O00000772,U0091228,S00013088,"? 2,560",fashion,24-06-2023 22:10
O00000773,U0091228,S00013116,"? 2,602",grocery,22-07-2023 17:38
O00000774,U0091228,S00013120,"? 2,820",fashion,18-08-2023 12:59
O00000775,U0091228,S00013122,"? 1,758",electronics,31-12-2023 12:29
O00000776,U0091228,S00013143,"? 1,198",beauty,15-06-2024 09:13
O00000777,U0091228,S00013159,"? 1,479",electronics,24-01-2023 09:01
O00000778,U0091228,S00013168,"? 2,767",fashion,02-02-2024 05:49
O00000779,U0091228,S00013183,"? 1,716",beauty,06-05-2023 12:56
O00000780,U0091228,S00013198,"? 1,085",electronics,23-02-2023 03:37
O00000781,U0091228,S00013200,"? 1,221",electronics,16-01-2023 17:17
O00000782,U0091228,S00013209,"? 1,654",beauty,29-06-2023 20:41
O00000783,U0091228,S00013216,"? 3,492",sports,06-04-2024 08:21
O00000784,U0009744,S00013226,"? 2,843",home_decor,08-11-2023 20:50
O00000785,U0091228,S00013233,"? 2,108",sports,29-01-2023 06:43
O00000786,U0091228,S00013295,"? 1,446",beauty,14-05-2024 19:40
O00000787,U0091228,S00013308,"? 1,077",grocery,16-02-2024 22:36
O00000788,U0091228,S00013316,"? 1,491",home_decor,31-01-2024 16:17
O00000789,U0091228,S00013346,"? 1,686",fashion,24-03-2023 22:50
O00000790,U0091228,S00013354,"? 2,901",electronics,20-06-2024 05:21
O00000791,U0091228,S00013381,"? 3,095",beauty,15-06-2023 18:29
O00000792,U0091228,S00013395,"? 2,583",fashion,07-09-2023 01:49
O00000793,U0091228,S00013406,"? 2,257",electronics,27-11-2023 20:44
O00000794,U0091228,S00013430,"? 2,586",electronics,05-06-2024 05:30
O00000795,U0063655,S00013450,"? 2,758",grocery,21-01-2023 08:30
O00000796,U0091228,S00013481,"? 1,522",fashion,16-03-2023 00:16
O00000797,U0099991,S00013497,"? 1,384",fashion,08-02-2023 13:26
O00000798,U0091228,S00013516,"? 3,400",electronics,17-09-2023 07:55
O00000799,U0091228,S00013522,"? 2,088",grocery,01-03-2023 12:58
O00000800,U0091228,S00013558,"? 1,647",fashion,07-01-2023 21:17
O00000801,U0091228,S00013560,"? 1,882",books,18-02-2024 06:17
O00000802,U0091228,S00013567,"? 2,484",electronics,02-08-2023 21:28
O00000803,U0091228,S00013589,"? 1,153",electronics,22-04-2023 17:37
O00000804,U0091228,S00013611,"? 2,782",electronics,06-06-2023 09:44
O00000805,U0091228,S00013625,"? 2,430",home_decor,23-02-2023 22:43
O00000806,U0091228,S00013663,? 838,fashion,20-02-2023 18:16
O00000807,U0091228,S00013677,"? 2,239",grocery,05-05-2023 00:05
O00000808,U0091228,S00013679,"? 3,949",books,21-01-2023 18:18
O00000809,U0009946,S00013706,"? 1,224",toys,02-06-2023 13:23
O00000810,U0091228,S00013710,"? 1,050",home_decor,13-04-2024 11:05
O00000811,U0091228,S00013725,"? 1,294",electronics,07-04-2024 22:04
O00000812,U0091228,S00013734,"? 3,238",sports,11-06-2024 06:54
O00000813,U0091228,S00013748,"? 2,957",grocery,09-02-2024 05:41
O00000814,U0091228,S00013753,"? 1,568",fashion,29-05-2024 23:50
O00000815,U0091228,S00013755,"? 2,381",electronics,27-09-2023 21:31
O00000816,U0091228,S00013767,"? 1,978",fashion,22-04-2024 07:17
O00000817,U0091228,S00013777,"? 1,362",electronics,08-11-2023 22:34
O00000818,U0091228,S00013797,"? 3,498",beauty,18-10-2023 06:37
O00000819,U0091228,S00013812,"? 1,855",electronics,16-05-2023 10:48
O00000820,U0057134,S00013813,"? 1,210",beauty,19-05-2023 11:28
O00000821,U0091228,S00013816,"? 2,886",beauty,16-03-2023 14:06
O00000822,U0091228,S00013823,"? 2,147",grocery,27-02-2024 08:49
O00000823,U0091228,S00013833,"? 1,560",beauty,07-02-2024 15:51
O00000824,U0091228,S00013861,"? 1,207",sports,16-09-2023 11:12
O00000825,U0091228,S00013869,"? 1,769",electronics,02-09-2023 01:28
O00000826,U0091228,S00013871,"? 4,014",electronics,11-03-2024 12:35
O00000827,U0091228,S00013898,"? 2,567",grocery,08-03-2023 22:46
O00000828,U0091228,S00013982,"? 1,221",toys,14-05-2024 10:12
O00000829,U0091228,S00013986,? 957,beauty,05-07-2023 14:56
O00000830,U0091228,S00013993,"? 1,823",grocery,05-10-2023 15:31
O00000831,U0091228,S00014001,"? 1,444",electronics,07-05-2024 06:40
O00000832,U0091228,S00014003,"? 2,767",fashion,07-02-2024 00:13
O00000833,U0091228,S00014005,"? 3,406",home_decor,13-03-2023 16:26
O00000834,U0057134,S00014041,"? 2,687",beauty,28-12-2023 01:06
O00000835,U0091228,S00014043,"? 3,344",electronics,23-10-2023 13:46
O00000836,U0091228,S00014051,"? 1,310",sports,21-04-2024 20:30
O00000837,U0091228,S00014057,"? 1,319",books,27-04-2024 06:31
O00000838,U0091228,S00014063,"? 1,805",books,19-04-2024 13:12
O00000839,U0091228,S00014095,"? 4,330",fashion,31-01-2024 07:09
O00000840,U0091228,S00014115,"? 2,000",electronics,12-02-2023 17:53
O00000841,U0091228,S00014135,"? 1,218",electronics,29-10-2023 05:01
O00000842,U0091228,S00014162,"? 1,945",grocery,08-07-2023 01:26
O00000843,U0020332,S00014173,"? 2,300",electronics,25-12-2023 13:10
O00000844,U0091228,S00014185,"? 3,303",fashion,16-03-2024 05:50
O00000845,U0091228,S00014195,"? 3,280",home_decor,18-11-2023 07:55
O00000846,U0091228,S00014220,"? 1,079",beauty,25-02-2023 07:21
O00000847,U0091228,S00014227,"? 2,654",electronics,10-06-2024 19:30
O00000848,U0091228,S00014242,"? 2,602",electronics,29-05-2023 06:18
O00000849,U0091228,S00014253,"? 1,398",fashion,28-08-2023 23:25
O00000850,U0091228,S00014277,"? 1,268",electronics,24-12-2023 01:50
O00000851,U0091228,S00014287,"? 1,176",books,01-02-2023 08:12
O00000852,U0091228,S00014298,"? 3,940",grocery,22-06-2023 11:30
O00000853,U0091228,S00014307,? 851,electronics,12-03-2024 09:54
O00000854,U0091228,S00014310,"? 2,838",electronics,24-04-2023 15:02
O00000855,U0091228,S00014345,"? 2,368",fashion,20-01-2024 11:58
O00000856,U0091228,S00014388,"? 1,161",beauty,15-11-2023 03:20
O00000857,U0091228,S00014414,"? 1,109",home_decor,30-03-2024 05:40
O00000858,U0091228,S00014421,"? 4,398",grocery,16-09-2023 07:14
O00000859,U0091228,S00014451,? 903,electronics,05-04-2023 12:37
O00000860,U0091228,S00014456,"? 4,524",toys,10-06-2024 02:29
O00000861,U0089690,S00014486,"? 1,981",toys,04-08-2023 15:19
O00000862,U0091228,S00014533,"? 3,479",fashion,05-05-2024 12:41
O00000863,U0091228,S00014597,"? 1,055",beauty,02-08-2023 04:17
O00000864,U0091228,S00014606,"? 1,384",toys,27-06-2023 05:14
O00000865,U0091228,S00014624,"? 3,357",electronics,30-04-2023 06:34
O00000866,U0091228,S00014628,"? 3,430",electronics,16-01-2024 14:57
O00000867,U0091228,S00014630,"? 4,295",fashion,20-08-2023 18:45
O00000868,U0091228,S00014633,"? 1,286",electronics,28-05-2024 07:34
O00000869,U0091228,S00014638,"? 1,244",home_decor,01-02-2024 05:52
O00000870,U0091228,S00014647,"? 3,102",beauty,28-05-2024 23:00
O00000871,U0091228,S00014691,"? 1,651",sports,28-02-2024 15:32
O00000872,U0091228,S00014702,? 992,sports,04-02-2024 22:25
O00000873,U0091228,S00014733,"? 2,513",electronics,25-07-2023 17:51
O00000874,U0091228,S00014740,"? 2,224",sports,01-02-2023 04:32
O00000875,U0091228,S00014751,"? 4,828",books,23-05-2023 06:01
O00000876,U0091228,S00014755,"? 1,648",sports,09-08-2023 23:51
O00000877,U0091228,S00014768,"? 2,668",fashion,28-12-2023 08:23
O00000878,U0091228,S00014770,"? 1,730",toys,14-09-2023 14:09
O00000879,U0091228,S00014790,"? 3,430",fashion,09-02-2023 00:49
O00000880,U0091228,S00014796,"? 1,691",toys,19-10-2023 00:40
O00000881,U0091228,S00014822,"? 2,423",grocery,22-06-2024 13:28
O00000882,U0091228,S00014835,"? 2,304",toys,14-02-2024 14:02
O00000883,U0091228,S00014844,"? 1,794",electronics,07-11-2023 16:16
O00000884,U0091228,S00014869,"? 3,941",electronics,22-01-2024 10:52
O00000885,U0091228,S00014882,"? 2,245",electronics,03-05-2023 13:33
O00000886,U0091228,S00014893,"? 2,555",fashion,14-02-2024 03:40
O00000887,U0091228,S00014927,"? 1,220",books,08-04-2024 17:55
O00000888,U0091228,S00014946,"? 4,134",fashion,16-04-2023 15:16
O00000889,U0091228,S00014968,"? 2,670",electronics,03-05-2024 21:44
O00000890,U0091228,S00014971,"? 1,154",electronics,05-02-2024 20:59
O00000891,U0091228,S00014987,"? 3,320",grocery,31-05-2024 21:29
O00000892,U0091228,S00015013,"? 1,821",home_decor,29-05-2024 19:57
O00000893,U0016194,S00015028,"? 3,109",grocery,11-02-2024 06:29
O00000894,U0091228,S00015044,"? 2,648",electronics,26-12-2023 01:54
O00000895,U0091228,S00015054,"? 2,859",fashion,07-03-2023 18:09
O00000896,U0091228,S00015064,"? 2,387",fashion,16-02-2023 00:56
O00000897,U0091228,S00015066,"? 1,171",electronics,12-05-2024 22:16
O00000898,U0091228,S00015089,"? 3,882",fashion,20-01-2024 22:15
O00000899,U0091228,S00015102,"? 2,465",fashion,09-03-2023 23:36
O00000900,U0091228,S00015108,"? 1,702",home_decor,19-10-2023 07:44
O00000901,U0009946,S00015116,"? 2,617",fashion,10-10-2023 20:07
O00000902,U0091228,S00015122,"? 3,513",electronics,26-04-2023 20:57
O00000903,U0091228,S00015124,"? 3,805",grocery,19-03-2024 08:31
O00000904,U0091228,S00015141,? 747,home_decor,15-03-2023 09:59
O00000905,U0091228,S00015146,"? 2,035",toys,18-10-2023 15:44
O00000906,U0091228,S00015151,"? 2,716",toys,29-03-2024 07:56
O00000907,U0091228,S00015170,"? 2,325",fashion,26-05-2023 09:46
O00000908,U0091228,S00015191,"? 1,548",sports,19-04-2024 20:09
O00000909,U0091228,S00015193,"? 1,771",beauty,20-06-2023 21:16
O00000910,U0050228,S00015198,"? 2,894",beauty,16-11-2023 02:04
O00000911,U0091228,S00015208,"? 2,087",electronics,21-12-2023 15:56
O00000912,U0091228,S00015211,"? 1,512",grocery,07-03-2023 21:25
O00000913,U0091228,S00015212,"? 1,425",electronics,24-04-2023 05:19
O00000914,U0091228,S00015328,"? 1,618",home_decor,07-12-2023 03:35
O00000915,U0091228,S00015359,"? 3,947",electronics,26-06-2024 17:38
O00000916,U0091228,S00015361,"? 2,397",grocery,18-09-2023 23:45
O00000917,U0091228,S00015384,"? 3,973",sports,13-01-2024 18:29
O00000918,U0093177,S00015421,"? 2,951",beauty,13-03-2024 04:03
O00000919,U0091228,S00015425,"? 1,475",electronics,20-11-2023 19:44
O00000920,U0091228,S00015442,"? 2,461",electronics,15-01-2023 15:21
O00000921,U0091228,S00015461,"? 2,650",electronics,08-06-2024 05:39
O00000922,U0091228,S00015481,"? 1,992",electronics,06-04-2023 15:33
O00000923,U0091228,S00015533,"? 2,565",electronics,21-05-2024 22:43
O00000924,U0091228,S00015567,"? 1,160",electronics,01-05-2023 19:20
O00000925,U0091228,S00015571,"? 1,056",electronics,29-02-2024 22:23
O00000926,U0091228,S00015615,"? 2,485",grocery,28-06-2023 07:58
O00000927,U0085469,S00015634,"? 1,212",fashion,22-05-2024 19:21
O00000928,U0091228,S00015692,"? 3,299",toys,26-04-2024 02:03
O00000929,U0074716,S00015718,"? 3,803",toys,26-09-2023 11:33
O00000930,U0091228,S00015743,"? 2,411",sports,13-11-2023 01:44
O00000931,U0091228,S00015746,"? 2,004",fashion,06-10-2023 09:08
O00000932,U0091228,S00015755,"? 2,965",electronics,02-03-2023 21:29
O00000933,U0091228,S00015768,? 819,grocery,03-06-2023 19:08
O00000934,U0056286,S00015783,"? 3,024",fashion,16-06-2024 17:07
O00000935,U0091228,S00015796,"? 2,787",fashion,22-12-2023 23:38
O00000936,U0091228,S00015798,"? 2,149",toys,27-01-2023 13:46
O00000937,U0091228,S00015808,"? 2,146",sports,03-06-2023 22:48
O00000938,U0091228,S00015823,"? 4,526",home_decor,29-01-2024 20:49
O00000939,U0091228,S00015849,"? 4,009",electronics,13-10-2023 07:50
O00000940,U0091228,S00015858,"? 3,031",electronics,16-03-2024 18:41
O00000941,U0009946,S00015880,"? 1,411",electronics,14-05-2024 08:02
O00000942,U0091228,S00015890,"? 2,240",electronics,17-07-2023 23:42
O00000943,U0009946,S00015923,"? 1,674",grocery,19-06-2023 15:59
O00000944,U0091228,S00015943,"? 1,062",electronics,28-02-2023 16:37
O00000945,U0091228,S00015948,"? 2,230",fashion,30-03-2023 21:31
O00000946,U0091228,S00015954,"? 2,116",fashion,22-06-2024 07:25
O00000947,U0091228,S00015970,"? 2,167",sports,29-10-2023 04:04
O00000948,U0091228,S00015988,"? 2,695",fashion,06-12-2023 18:35
O00000949,U0091228,S00015997,"? 1,624",grocery,12-01-2023 18:20
O00000950,U0084997,S00016041,"? 1,955",grocery,04-08-2023 06:58
O00000951,U0091228,S00016096,"? 1,495",beauty,02-06-2023 22:15
O00000952,U0091228,S00016131,"? 4,303",grocery,10-12-2023 00:59
O00000953,U0091228,S00016137,"? 2,032",grocery,04-07-2023 06:57
O00000954,U0091228,S00016145,"? 1,893",fashion,03-05-2023 19:38
O00000955,U0091228,S00016149,"? 1,771",electronics,22-04-2023 12:07
O00000956,U0008297,S00016153,"? 1,465",beauty,16-05-2023 14:58
O00000957,U0091228,S00016163,"? 1,774",beauty,12-04-2024 07:48
O00000958,U0091228,S00016182,"? 2,913",electronics,10-03-2023 19:52
O00000959,U0091228,S00016196,"? 2,884",fashion,06-04-2023 06:36
O00000960,U0091228,S00016252,"? 1,712",electronics,04-08-2023 15:01
O00000961,U0091228,S00016278,"? 3,307",grocery,25-10-2023 23:46
O00000962,U0009744,S00016289,"? 4,711",toys,08-06-2024 23:03
O00000963,U0091228,S00016307,"? 2,480",fashion,16-03-2024 02:06
O00000964,U0091228,S00016323,"? 2,249",sports,05-02-2023 05:53
O00000965,U0091228,S00016335,"? 1,615",fashion,18-11-2023 17:31
O00000966,U0036610,S00016336,"? 2,804",beauty,06-08-2023 00:28
O00000967,U0091228,S00016347,"? 2,483",electronics,20-01-2023 16:17
O00000968,U0091228,S00016383,"? 2,977",fashion,03-03-2024 20:51
O00000969,U0091228,S00016388,"? 3,165",home_decor,23-12-2023 08:22
O00000970,U0091228,S00016400,"? 1,759",books,14-08-2023 05:46
O00000971,U0091228,S00016417,"? 4,530",fashion,13-04-2024 21:26
O00000972,U0091228,S00016418,"? 1,368",home_decor,12-09-2023 23:31
O00000973,U0091228,S00016432,"? 1,909",toys,02-02-2023 03:29
O00000974,U0091228,S00016481,"? 1,304",grocery,02-08-2023 06:46
O00000975,U0091228,S00016492,"? 2,758",beauty,18-08-2023 02:21
O00000976,U0091228,S00016495,"? 1,020",electronics,03-06-2024 06:32
O00000977,U0091228,S00016504,"? 1,618",books,10-06-2023 09:50
O00000978,U0091228,S00016510,"? 4,452",fashion,20-04-2023 07:21
O00000979,U0091228,S00016515,"? 1,981",fashion,04-02-2024 01:11
O00000980,U0091228,S00016535,"? 3,588",beauty,24-07-2023 20:17
O00000981,U0091228,S00016548,"? 1,537",fashion,31-05-2024 21:07
O00000982,U0091228,S00016551,"? 3,075",fashion,25-04-2024 12:24
O00000983,U0009744,S00016575,"? 3,543",grocery,17-01-2023 17:36
O00000984,U0091228,S00016601,"? 2,562",electronics,12-05-2023 18:52
O00000985,U0091228,S00016615,"? 2,879",beauty,23-09-2023 20:48
O00000986,U0091228,S00016626,"? 2,947",grocery,03-08-2023 12:34
O00000987,U0091228,S00016671,"? 3,923",sports,15-03-2023 01:54
O00000988,U0091228,S00016684,"? 4,892",grocery,04-03-2024 16:50
O00000989,U0091228,S00016691,"? 4,064",grocery,01-11-2023 04:28
O00000990,U0091228,S00016712,"? 1,888",fashion,22-08-2023 16:48
O00000991,U0091228,S00016778,"? 1,093",electronics,27-02-2024 14:33
O00000992,U0091228,S00016793,"? 1,530",grocery,11-05-2023 18:21
O00000993,U0091228,S00016797,"? 3,595",books,06-10-2023 21:57
O00000994,U0091228,S00016798,"? 1,024",fashion,15-10-2023 20:19
O00000995,U0091228,S00016812,"? 3,064",toys,18-09-2023 19:27
O00000996,U0091228,S00016831,"? 1,688",electronics,16-10-2023 09:31
O00000997,U0091228,S00016863,"? 3,438",grocery,12-09-2023 09:07
O00000998,U0091228,S00016866,"? 2,822",books,12-02-2024 06:47
O00000999,U0091228,S00016897,"? 1,588",grocery,15-04-2023 20:11
