session_id,user_id,device,channel,session_start_timestamp,session_end_timestamp,session_duration_sec
S00000666,U0050228,desktop,organic,13-04-2024 10:18,13-04-2024 10:18,35
S00000667,U0091228,desktop,referral,17-02-2024 05:36,17-02-2024 05:39,195
S00000668,U0091228,mobile,organic,07-02-2023 15:28,07-02-2023 15:35,395
S00000669,U0091228,mobile,referral,18-02-2023 10:06,18-02-2023 10:09,182
S00000670,U0091228,mobile,referral,02-12-2023 08:31,02-12-2023 08:32,105
S00000671,U0091228,mobile,paid_ads,23-08-2023 05:35,23-08-2023 05:36,74
S00000672,U0091228,tablet,referral,22-11-2023 03:58,22-11-2023 04:02,224
S00000673,U0091228,mobile,paid_ads,21-02-2023 02:49,21-02-2023 02:50,39
S00000674,U0091228,tablet,organic,26-04-2023 04:51,26-04-2023 05:02,705
S00000675,U0091228,mobile,organic,16-08-2023 18:30,16-08-2023 18:32,90
S00000676,U0091228,mobile,referral,28-07-2023 03:43,28-07-2023 03:45,128
S00000677,U0091228,mobile,organic,01-08-2023 20:56,01-08-2023 21:06,569
S00000678,U0091228,mobile,organic,18-06-2024 07:34,18-06-2024 07:38,205
S00000679,U0091228,mobile,organic,23-06-2024 14:33,23-06-2024 14:35,90
S00000680,U0091228,mobile,referral,08-06-2023 20:20,08-06-2023 20:25,341
S00000681,U0009946,mobile,referral,25-08-2023 00:35,25-08-2023 00:38,199
S00000682,U0091228,mobile,referral,17-05-2023 14:26,17-05-2023 14:30,234
S00000683,U0009946,desktop,paid_ads,03-01-2024 14:17,03-01-2024 14:20,192
S00000684,U0091228,mobile,direct,19-06-2024 07:57,19-06-2024 08:02,314
S00000685,U0048407,mobile,paid_ads,07-01-2024 06:08,07-01-2024 06:10,120
S00000686,U0091228,mobile,paid_ads,05-12-2023 19:17,05-12-2023 19:23,372
S00000687,U0091228,desktop,paid_ads,04-01-2024 07:03,04-01-2024 07:09,384
S00000688,U0091228,desktop,organic,27-03-2023 18:29,27-03-2023 18:32,226
S00000689,U0091228,desktop,organic,24-02-2023 12:45,24-02-2023 12:47,139
S00000690,U0091228,mobile,direct,06-04-2024 16:39,06-04-2024 16:45,338
S00000691,U0091228,mobile,organic,09-07-2023 20:47,09-07-2023 20:49,99
S00000692,U0091228,mobile,paid_ads,15-09-2023 18:58,15-09-2023 19:00,143
S00000693,U0091228,mobile,paid_ads,30-10-2023 01:40,30-10-2023 01:42,82
S00000694,U0091228,mobile,organic,09-03-2024 05:17,09-03-2024 05:21,232
S00000695,U0057134,mobile,paid_ads,09-01-2023 04:03,09-01-2023 04:05,163
S00000696,U0091228,tablet,direct,03-05-2024 04:09,03-05-2024 04:14,252
S00000697,U0091228,mobile,organic,21-10-2023 05:45,21-10-2023 05:47,98
S00000698,U0091228,desktop,paid_ads,26-08-2023 13:05,26-08-2023 13:08,209
S00000699,U0091228,desktop,organic,16-03-2024 04:50,16-03-2024 04:54,235
S00000700,U0091228,mobile,paid_ads,31-01-2024 12:20,31-01-2024 12:22,146
S00000701,U0091228,mobile,organic,03-03-2023 18:00,03-03-2023 18:01,39
S00000702,U0091228,mobile,direct,21-01-2023 10:46,21-01-2023 10:48,143
S00000703,U0091228,mobile,referral,03-03-2024 04:55,03-03-2024 05:04,510
S00000704,U0091228,mobile,referral,21-02-2023 12:27,21-02-2023 12:28,39
S00000705,U0091228,mobile,referral,27-01-2023 06:46,27-01-2023 06:49,235
S00000706,U0084997,mobile,paid_ads,25-03-2023 07:57,25-03-2023 08:02,328
S00000707,U0091228,mobile,referral,06-03-2024 12:32,06-03-2024 12:32,42
S00000708,U0091228,mobile,direct,19-03-2023 02:17,19-03-2023 02:20,206
S00000709,U0067397,desktop,paid_ads,28-11-2023 16:29,28-11-2023 16:32,223
S00000710,U0091228,mobile,direct,26-05-2024 17:09,26-05-2024 17:11,143
S00000711,U0091228,desktop,organic,14-02-2024 15:03,14-02-2024 15:07,225
S00000712,U0091228,mobile,organic,14-02-2023 14:47,14-02-2023 14:50,135
S00000713,U0091228,mobile,organic,07-10-2023 04:04,07-10-2023 04:07,204
S00000714,U0091228,desktop,paid_ads,28-02-2024 06:59,28-02-2024 07:01,118
S00000715,U0091228,mobile,direct,06-03-2023 00:14,06-03-2023 00:17,177
S00000716,U0091228,mobile,organic,01-06-2023 13:15,01-06-2023 13:21,362
S00000717,U0091228,mobile,paid_ads,10-06-2024 10:44,10-06-2024 10:45,99
S00000718,U0091228,desktop,paid_ads,09-10-2023 14:03,09-10-2023 14:08,302
S00000719,U0091228,mobile,organic,03-05-2024 11:25,03-05-2024 11:25,21
S00000720,U0040555,desktop,referral,07-01-2024 01:29,07-01-2024 01:33,231
S00000721,U0091228,desktop,paid_ads,13-04-2024 17:36,13-04-2024 17:39,181
S00000722,U0091228,tablet,paid_ads,09-03-2023 23:31,09-03-2023 23:33,110
S00000723,U0091228,desktop,paid_ads,29-06-2023 12:37,29-06-2023 12:41,224
S00000724,U0091228,desktop,referral,28-06-2024 07:54,28-06-2024 07:57,165
S00000725,U0091228,mobile,referral,23-10-2023 08:46,23-10-2023 08:52,353
S00000726,U0091228,tablet,paid_ads,17-04-2023 00:22,17-04-2023 00:24,143
S00000727,U0091228,desktop,organic,06-03-2024 22:19,06-03-2024 22:26,400
S00000728,U0091228,desktop,paid_ads,25-09-2023 20:03,25-09-2023 20:06,139
S00000729,U0071617,desktop,organic,01-04-2023 11:20,01-04-2023 11:23,181
S00000730,U0091228,desktop,paid_ads,06-07-2023 19:42,06-07-2023 19:45,199
S00000731,U0091228,mobile,organic,26-11-2023 05:40,26-11-2023 05:42,121
S00000732,U0091228,desktop,referral,25-05-2024 19:48,25-05-2024 19:52,282
S00000733,U0091228,mobile,paid_ads,06-07-2023 17:29,06-07-2023 17:31,149
S00000734,U0091228,desktop,direct,22-02-2024 05:27,22-02-2024 05:30,226
S00000735,U0091228,mobile,paid_ads,17-01-2024 23:00,17-01-2024 23:02,145
S00000736,U0091228,tablet,paid_ads,17-11-2023 14:55,17-11-2023 14:55,30
S00000737,U0091228,mobile,paid_ads,28-02-2023 22:03,28-02-2023 22:06,207
S00000738,U0085469,mobile,paid_ads,16-01-2024 00:51,16-01-2024 00:57,326
S00000739,U0009946,mobile,organic,12-12-2023 23:09,12-12-2023 23:10,33
S00000740,U0050228,mobile,referral,18-02-2023 14:01,18-02-2023 14:03,159
S00000741,U0091228,mobile,paid_ads,16-03-2024 10:35,16-03-2024 10:37,119
S00000742,U0091228,mobile,paid_ads,11-01-2024 05:29,11-01-2024 05:32,189
S00000743,U0039168,mobile,organic,06-08-2023 21:23,06-08-2023 21:25,140
S00000744,U0091228,mobile,referral,03-12-2023 04:44,03-12-2023 04:53,517
S00000745,U0047844,mobile,paid_ads,24-05-2024 01:01,24-05-2024 01:07,343
S00000746,U0091228,mobile,paid_ads,17-07-2023 09:16,17-07-2023 09:18,139
S00000747,U0091228,mobile,direct,30-03-2023 02:04,30-03-2023 02:06,129
S00000748,U0091228,desktop,referral,04-05-2023 20:57,04-05-2023 21:02,273
S00000749,U0091228,mobile,paid_ads,24-05-2023 22:43,24-05-2023 22:45,130
S00000750,U0091228,desktop,organic,20-11-2023 07:22,20-11-2023 07:24,126
S00000751,U0091228,mobile,paid_ads,16-08-2023 05:29,16-08-2023 05:32,143
S00000752,U0091228,mobile,organic,30-04-2024 00:25,30-04-2024 00:28,156
S00000753,U0091228,mobile,paid_ads,22-02-2023 18:47,22-02-2023 18:52,335
S00000754,U0091228,mobile,paid_ads,02-07-2023 08:37,02-07-2023 08:39,149
S00000755,U0091228,mobile,direct,01-01-2023 05:58,01-01-2023 06:02,246
S00000756,U0091228,mobile,direct,11-02-2023 21:33,11-02-2023 21:33,6
S00000757,U0091228,mobile,paid_ads,27-11-2023 22:13,27-11-2023 22:16,146
S00000758,U0091228,mobile,referral,07-05-2023 00:05,07-05-2023 00:07,83
S00000759,U0091228,mobile,organic,31-08-2023 19:59,31-08-2023 20:02,226
S00000760,U0091228,desktop,direct,31-01-2023 14:47,31-01-2023 14:53,353
S00000761,U0091228,mobile,paid_ads,10-04-2023 02:02,10-04-2023 02:05,137
S00000762,U0091228,mobile,organic,07-04-2024 19:47,07-04-2024 19:55,486
S00000763,U0027286,tablet,organic,03-03-2024 20:11,03-03-2024 20:16,329
S00000764,U0091228,mobile,organic,17-12-2023 01:04,17-12-2023 01:07,146
S00000765,U0091228,mobile,organic,26-07-2023 17:40,26-07-2023 17:50,593
S00000766,U0091228,mobile,paid_ads,08-04-2024 09:25,08-04-2024 09:28,164
S00000767,U0091228,desktop,paid_ads,20-03-2023 20:33,20-03-2023 20:36,166
S00000768,U0003969,mobile,referral,10-09-2023 10:52,10-09-2023 10:57,345
S00000769,U0091228,mobile,organic,06-05-2023 02:31,06-05-2023 02:32,21
S00000770,U0091228,mobile,paid_ads,18-01-2023 09:24,18-01-2023 09:27,180
S00000771,U0091228,mobile,paid_ads,10-11-2023 18:55,10-11-2023 18:58,207
S00000772,U0091228,tablet,organic,17-03-2024 01:32,17-03-2024 01:34,134
S00000773,U0091228,mobile,direct,28-09-2023 01:33,28-09-2023 01:36,174
S00000774,U0091228,mobile,paid_ads,22-05-2023 02:45,22-05-2023 02:46,16
S00000775,U0091228,mobile,direct,03-04-2024 22:58,03-04-2024 23:01,184
S00000776,U0091228,mobile,direct,24-04-2023 12:16,24-04-2023 12:16,30
S00000777,U0091228,mobile,organic,10-03-2024 01:28,10-03-2024 01:30,113
S00000778,U0091228,tablet,paid_ads,24-04-2024 15:22,24-04-2024 15:29,418
S00000779,U0091228,mobile,organic,05-02-2023 23:40,05-02-2023 23:42,103
S00000780,U0091228,mobile,paid_ads,11-08-2023 22:43,11-08-2023 22:45,130
S00000781,U0091228,mobile,organic,28-03-2023 04:18,28-03-2023 04:18,15
S00000782,U0091228,desktop,paid_ads,14-06-2023 07:53,14-06-2023 07:55,139
S00000783,U0091228,mobile,paid_ads,27-01-2024 06:46,27-01-2024 06:48,151
S00000784,U0009946,desktop,paid_ads,07-01-2023 01:18,07-01-2023 01:22,282
S00000785,U0009744,desktop,direct,29-09-2023 17:49,29-09-2023 17:52,209
S00000786,U0039168,mobile,organic,14-12-2023 22:34,14-12-2023 22:40,341
S00000787,U0091228,mobile,direct,28-06-2024 01:40,28-06-2024 01:40,24
S00000788,U0091228,tablet,organic,17-04-2024 05:25,17-04-2024 05:26,43
S00000789,U0091228,mobile,paid_ads,28-06-2023 03:48,28-06-2023 03:50,131
S00000790,U0084997,mobile,referral,16-06-2024 22:12,16-06-2024 22:14,111
S00000791,U0091228,mobile,referral,03-02-2024 06:26,03-02-2024 06:28,121
S00000792,U0091228,desktop,paid_ads,06-09-2023 03:09,06-09-2023 03:20,628
S00000793,U0091228,desktop,direct,13-05-2023 16:46,13-05-2023 16:47,24
S00000794,U0091228,mobile,organic,12-01-2023 22:33,12-01-2023 22:33,27
S00000795,U0091228,mobile,paid_ads,23-05-2023 15:45,23-05-2023 15:45,37
S00000796,U0091228,desktop,paid_ads,13-02-2023 04:04,13-02-2023 04:07,205
S00000797,U0091228,desktop,organic,08-04-2024 04:48,08-04-2024 04:50,95
S00000798,U0091228,mobile,direct,18-01-2024 02:07,18-01-2024 02:14,462
S00000799,U0091228,desktop,organic,29-03-2023 03:32,29-03-2023 03:35,180
S00000800,U0091228,desktop,organic,18-02-2024 13:07,18-02-2024 13:09,103
S00000801,U0091228,mobile,direct,23-03-2023 00:03,23-03-2023 00:06,153
S00000802,U0091228,mobile,referral,17-04-2023 13:00,17-04-2023 13:00,12
S00000803,U0091228,mobile,paid_ads,03-03-2023 10:42,03-03-2023 10:44,124
S00000804,U0091228,desktop,organic,04-01-2023 22:55,04-01-2023 22:57,105
S00000805,U0091228,desktop,organic,06-12-2023 22:25,06-12-2023 22:32,414
S00000806,U0091228,desktop,organic,19-12-2023 19:31,19-12-2023 19:34,207
S00000807,U0091228,mobile,paid_ads,26-03-2024 07:02,26-03-2024 07:03,107
S00000808,U0009946,desktop,paid_ads,30-07-2023 09:05,30-07-2023 09:11,387
S00000809,U0091228,mobile,organic,06-10-2023 01:56,06-10-2023 01:58,74
S00000810,U0091228,mobile,paid_ads,14-09-2023 04:56,14-09-2023 04:57,18
S00000811,U0050228,mobile,paid_ads,28-09-2023 03:07,28-09-2023 03:15,482
S00000812,U0091228,mobile,referral,01-09-2023 11:31,01-09-2023 11:37,372
S00000813,U0091228,mobile,paid_ads,08-12-2023 18:51,08-12-2023 18:51,11
S00000814,U0091228,desktop,paid_ads,04-06-2023 18:08,04-06-2023 18:10,157
S00000815,U0091228,mobile,organic,08-06-2023 11:12,08-06-2023 11:20,434
S00000816,U0091228,mobile,organic,27-04-2024 06:21,27-04-2024 06:22,96
S00000817,U0091228,mobile,organic,24-05-2024 17:21,24-05-2024 17:25,220
S00000818,U0057134,mobile,organic,16-02-2024 17:10,16-02-2024 17:12,125
S00000819,U0050477,mobile,paid_ads,06-12-2023 10:32,06-12-2023 10:41,542
S00000820,U0091228,desktop,paid_ads,29-01-2023 16:21,29-01-2023 16:22,93
S00000821,U0091228,mobile,paid_ads,12-12-2023 23:04,12-12-2023 23:06,133
S00000822,U0091228,mobile,organic,03-01-2023 14:35,03-01-2023 14:38,168
S00000823,U0091228,desktop,paid_ads,22-04-2023 04:30,22-04-2023 04:34,213
S00000824,U0091228,mobile,referral,23-03-2024 10:06,23-03-2024 10:10,249
S00000825,U0091228,mobile,referral,28-09-2023 09:40,28-09-2023 09:43,153
S00000826,U0091228,desktop,organic,24-02-2023 23:23,24-02-2023 23:26,210
S00000827,U0091228,desktop,paid_ads,19-10-2023 04:05,19-10-2023 04:08,162
S00000828,U0091228,mobile,direct,26-03-2024 15:26,26-03-2024 15:32,359
S00000829,U0091228,desktop,referral,23-06-2024 05:11,23-06-2024 05:14,206
S00000830,U0091228,mobile,paid_ads,30-01-2024 08:30,30-01-2024 08:32,124
S00000831,U0091228,tablet,organic,12-10-2023 11:50,12-10-2023 11:54,209
S00000832,U0091228,mobile,direct,03-05-2023 18:11,03-05-2023 18:12,40
S00000833,U0091228,mobile,paid_ads,05-04-2024 08:18,05-04-2024 08:20,114
S00000834,U0091228,desktop,direct,30-03-2024 04:04,30-03-2024 04:08,256
S00000835,U0091228,desktop,organic,03-01-2023 12:33,03-01-2023 12:35,76
S00000836,U0091228,mobile,referral,02-05-2023 16:25,02-05-2023 16:32,414
S00000837,U0091228,tablet,organic,29-09-2023 06:25,29-09-2023 06:25,19
S00000838,U0091228,desktop,direct,10-03-2023 06:48,10-03-2023 06:52,268
S00000839,U0009744,desktop,organic,16-08-2023 18:41,16-08-2023 18:49,490
S00000840,U0091228,mobile,paid_ads,18-02-2024 03:55,18-02-2024 03:57,90
S00000841,U0091228,mobile,organic,12-03-2023 18:27,12-03-2023 18:30,150
S00000842,U0039168,desktop,paid_ads,27-06-2024 13:22,27-06-2024 13:27,270
S00000843,U0091228,mobile,paid_ads,02-06-2024 15:11,02-06-2024 15:14,169
S00000844,U0091228,mobile,organic,16-01-2023 18:42,16-01-2023 18:45,155
S00000845,U0091228,mobile,direct,03-08-2023 14:25,03-08-2023 14:27,148
S00000846,U0091228,mobile,organic,24-06-2024 07:07,24-06-2024 07:08,66
S00000847,U0091228,mobile,direct,07-02-2024 23:39,07-02-2024 23:40,78
S00000848,U0091228,mobile,paid_ads,28-11-2023 15:19,28-11-2023 15:22,165
S00000849,U0091228,desktop,organic,17-02-2023 04:41,17-02-2023 04:44,196
S00000850,U0091228,mobile,organic,30-03-2023 08:21,30-03-2023 08:24,181
S00000851,U0091228,mobile,organic,07-12-2023 09:41,07-12-2023 09:48,399
S00000852,U0091228,mobile,referral,16-04-2024 22:53,16-04-2024 22:58,315
S00000853,U0009946,mobile,paid_ads,17-10-2023 14:35,17-10-2023 14:36,83
S00000854,U0091228,mobile,referral,18-02-2024 06:41,18-02-2024 06:45,207
S00000855,U0091228,mobile,paid_ads,11-10-2023 10:15,11-10-2023 10:24,507
S00000856,U0091228,mobile,paid_ads,31-03-2023 18:41,31-03-2023 18:45,215
S00000857,U0091228,desktop,paid_ads,08-04-2023 01:17,08-04-2023 01:22,296
S00000858,U0091228,desktop,organic,24-02-2024 08:38,24-02-2024 08:38,9
S00000859,U0091228,desktop,paid_ads,18-07-2023 00:01,18-07-2023 00:04,182
S00000860,U0091228,mobile,organic,09-02-2024 22:34,09-02-2024 22:36,107
S00000861,U0091228,desktop,organic,09-01-2024 10:56,09-01-2024 11:00,255
S00000862,U0091228,desktop,referral,19-02-2023 19:37,19-02-2023 19:51,845
S00000863,U0091228,tablet,direct,24-03-2023 04:00,24-03-2023 04:00,29
S00000864,U0091228,desktop,paid_ads,19-01-2023 03:34,19-01-2023 03:46,745
S00000865,U0091228,desktop,referral,30-05-2023 04:40,30-05-2023 04:47,453
S00000866,U0091228,desktop,paid_ads,06-02-2023 20:46,06-02-2023 20:54,503
S00000867,U0009946,desktop,paid_ads,16-02-2023 21:40,16-02-2023 21:47,466
S00000868,U0091228,tablet,paid_ads,01-04-2024 07:32,01-04-2024 07:35,158
S00000869,U0091228,desktop,paid_ads,10-06-2024 11:37,10-06-2024 11:41,243
S00000870,U0091228,desktop,organic,05-07-2023 18:40,05-07-2023 18:44,245
S00000871,U0091228,desktop,referral,20-10-2023 07:35,20-10-2023 07:39,236
S00000872,U0091228,desktop,direct,28-09-2023 11:32,28-09-2023 11:36,248
S00000873,U0091228,mobile,organic,25-09-2023 01:51,25-09-2023 01:55,243
S00000874,U0091228,mobile,organic,07-05-2024 12:43,07-05-2024 12:53,614
S00000875,U0091228,mobile,organic,04-11-2023 07:23,04-11-2023 07:26,167
S00000876,U0091228,mobile,direct,08-09-2023 22:32,08-09-2023 22:32,3
S00000877,U0063655,mobile,organic,30-03-2024 23:20,30-03-2024 23:26,315
S00000878,U0085469,mobile,organic,07-08-2023 04:57,07-08-2023 04:57,30
S00000879,U0091228,tablet,direct,20-08-2023 23:19,20-08-2023 23:22,194
S00000880,U0091228,mobile,organic,02-01-2023 17:44,02-01-2023 17:44,23
S00000881,U0091228,mobile,direct,29-03-2024 06:38,29-03-2024 06:40,157
S00000882,U0091228,mobile,direct,19-06-2024 02:22,19-06-2024 02:27,322
S00000883,U0091228,desktop,direct,20-01-2024 00:51,20-01-2024 00:55,242
S00000884,U0091228,desktop,organic,22-04-2023 17:32,22-04-2023 17:40,484
S00000885,U0091228,desktop,organic,04-08-2023 05:46,04-08-2023 05:49,167
S00000886,U0091228,desktop,organic,26-04-2023 20:14,26-04-2023 20:18,238
S00000887,U0091228,mobile,paid_ads,18-09-2023 01:48,18-09-2023 01:50,104
S00000888,U0091228,mobile,direct,28-04-2024 06:02,28-04-2024 06:04,139
S00000889,U0091228,desktop,organic,19-02-2023 23:40,19-02-2023 23:46,402
S00000890,U0091228,mobile,organic,25-08-2023 00:10,25-08-2023 00:15,346
S00000891,U0091228,mobile,referral,27-09-2023 21:54,27-09-2023 21:57,183
S00000892,U0091228,desktop,organic,28-08-2023 07:09,28-08-2023 07:10,36
S00000893,U0091228,mobile,organic,03-03-2024 18:27,03-03-2024 18:30,194
S00000894,U0091228,mobile,referral,11-01-2024 05:08,11-01-2024 05:12,210
S00000895,U0091228,mobile,organic,09-08-2023 18:46,09-08-2023 18:48,127
S00000896,U0085469,mobile,organic,01-06-2024 07:51,01-06-2024 07:59,450
S00000897,U0091228,tablet,referral,16-03-2023 00:59,16-03-2023 01:01,121
S00000898,U0091228,desktop,organic,16-11-2023 22:43,16-11-2023 22:46,218
S00000899,U0091228,desktop,organic,19-02-2023 07:27,19-02-2023 07:31,241
S00000900,U0091228,mobile,organic,27-06-2023 12:12,27-06-2023 12:12,15
S00000901,U0091228,mobile,organic,20-08-2023 08:26,20-08-2023 08:29,172
S00000902,U0091228,mobile,paid_ads,21-10-2023 05:55,21-10-2023 05:57,118
S00000903,U0091228,desktop,direct,21-06-2023 09:09,21-06-2023 09:14,296
S00000904,U0091228,desktop,referral,16-08-2023 20:24,16-08-2023 20:27,200
S00000905,U0091228,mobile,direct,02-12-2023 16:55,02-12-2023 16:57,130
S00000906,U0091228,tablet,direct,13-02-2023 05:57,13-02-2023 06:01,258
S00000907,U0091228,mobile,paid_ads,07-05-2023 06:16,07-05-2023 06:18,146
S00000908,U0091228,desktop,paid_ads,10-02-2024 04:29,10-02-2024 04:32,210
S00000909,U0091228,mobile,paid_ads,01-01-2024 05:20,01-01-2024 05:21,65
S00000910,U0074716,mobile,referral,19-01-2024 01:57,19-01-2024 01:58,63
S00000911,U0091228,tablet,organic,27-03-2024 01:35,27-03-2024 01:37,102
S00000912,U0091228,mobile,organic,29-09-2023 18:08,29-09-2023 18:14,353
S00000913,U0091228,mobile,referral,23-04-2024 15:09,23-04-2024 15:12,184
S00000914,U0093388,mobile,referral,06-02-2023 06:56,06-02-2023 06:58,156
S00000915,U0091228,mobile,referral,31-03-2024 14:51,31-03-2024 14:54,144
S00000916,U0091228,mobile,paid_ads,30-05-2023 07:47,30-05-2023 07:48,90
S00000917,U0091228,desktop,organic,23-07-2023 00:28,23-07-2023 00:32,243
S00000918,U0091228,desktop,paid_ads,12-06-2023 09:25,12-06-2023 09:29,238
S00000919,U0091228,desktop,referral,10-05-2023 02:29,10-05-2023 02:30,71
S00000920,U0039168,mobile,organic,25-01-2024 10:04,25-01-2024 10:06,165
S00000921,U0091228,mobile,paid_ads,30-08-2023 23:01,30-08-2023 23:02,97
S00000922,U0091228,mobile,organic,12-01-2024 16:10,12-01-2024 16:14,264
S00000923,U0091228,mobile,paid_ads,01-07-2023 13:17,01-07-2023 13:20,150
S00000924,U0091228,tablet,direct,03-04-2023 16:05,03-04-2023 16:06,77
S00000925,U0091228,desktop,direct,01-05-2023 06:44,01-05-2023 06:55,686
S00000926,U0091228,mobile,paid_ads,09-03-2024 15:56,09-03-2024 15:58,161
S00000927,U0091228,desktop,referral,16-06-2023 09:24,16-06-2023 09:26,78
S00000928,U0091228,desktop,organic,06-01-2024 20:13,06-01-2024 20:21,478
S00000929,U0091228,mobile,organic,05-10-2023 20:10,05-10-2023 20:15,270
S00000930,U0091228,desktop,referral,11-02-2023 17:07,11-02-2023 17:16,537
S00000931,U0091228,mobile,organic,04-08-2023 09:11,04-08-2023 09:14,201
S00000932,U0091228,desktop,paid_ads,09-11-2023 12:00,09-11-2023 12:03,130
S00000933,U0091228,mobile,referral,29-05-2023 21:20,29-05-2023 21:24,192
S00000934,U0091228,desktop,paid_ads,18-02-2024 18:48,18-02-2024 18:55,413
S00000935,U0091228,mobile,referral,20-06-2024 05:30,20-06-2024 05:31,79
S00000936,U0009744,desktop,direct,17-02-2023 08:22,17-02-2023 08:23,57
S00000937,U0091228,mobile,organic,11-01-2023 22:33,11-01-2023 22:35,135
S00000938,U0091228,mobile,referral,23-06-2024 20:50,23-06-2024 20:55,296
S00000939,U0091228,mobile,referral,21-07-2023 23:20,21-07-2023 23:25,283
S00000940,U0091228,desktop,paid_ads,06-01-2023 20:46,06-01-2023 20:52,366
S00000941,U0091228,mobile,referral,12-12-2023 01:37,12-12-2023 01:39,106
S00000942,U0091228,mobile,paid_ads,27-05-2024 02:12,27-05-2024 02:16,236
S00000943,U0091228,mobile,organic,29-01-2023 15:15,29-01-2023 15:19,222
S00000944,U0091228,mobile,organic,12-01-2024 11:23,12-01-2024 11:25,132
S00000945,U0091228,desktop,direct,03-02-2023 04:01,03-02-2023 04:05,234
S00000946,U0089038,mobile,organic,11-01-2023 18:54,11-01-2023 18:55,38
S00000947,U0091228,mobile,organic,04-06-2023 15:20,04-06-2023 15:23,188
S00000948,U0091228,desktop,paid_ads,26-06-2024 01:27,26-06-2024 01:29,120
S00000949,U0091228,desktop,paid_ads,24-10-2023 02:50,24-10-2023 02:54,216
S00000950,U0039168,mobile,paid_ads,12-12-2023 23:34,12-12-2023 23:39,321
S00000951,U0091228,mobile,referral,09-12-2023 19:02,09-12-2023 19:06,196
S00000952,U0091228,desktop,referral,03-05-2023 13:57,03-05-2023 14:08,704
S00000953,U0091228,mobile,organic,25-01-2024 07:31,25-01-2024 07:39,465
S00000954,U0084997,mobile,organic,20-02-2024 19:29,20-02-2024 19:32,187
S00000955,U0067397,mobile,referral,02-10-2023 20:55,02-10-2023 20:59,223
S00000956,U0091228,mobile,organic,15-05-2024 14:14,15-05-2024 14:16,133
S00000957,U0091228,desktop,organic,22-09-2023 06:37,22-09-2023 06:40,207
S00000958,U0091228,mobile,referral,14-09-2023 06:02,14-09-2023 06:12,561
S00000959,U0091228,mobile,paid_ads,20-02-2024 02:23,20-02-2024 02:25,163
S00000960,U0091228,mobile,paid_ads,20-01-2024 09:20,20-01-2024 09:21,50
S00000961,U0091228,desktop,direct,05-05-2024 22:51,05-05-2024 22:54,195
S00000962,U0091228,mobile,referral,28-12-2023 05:57,28-12-2023 06:00,196
S00000963,U0091228,mobile,paid_ads,09-04-2024 09:05,09-04-2024 09:10,346
S00000964,U0074716,desktop,direct,29-04-2023 09:37,29-04-2023 09:38,112
S00000965,U0091228,mobile,direct,16-10-2023 10:08,16-10-2023 10:11,171
S00000966,U0069819,desktop,paid_ads,03-04-2023 09:00,03-04-2023 09:01,74
S00000967,U0091228,desktop,organic,30-05-2024 08:31,30-05-2024 08:32,49
S00000968,U0091228,mobile,organic,16-04-2023 21:35,16-04-2023 21:36,60
S00000969,U0091228,mobile,organic,26-03-2024 01:30,26-03-2024 01:32,142
S00000970,U0091228,mobile,direct,01-02-2023 03:29,01-02-2023 03:30,10
S00000971,U0009744,mobile,referral,26-03-2023 18:34,26-03-2023 18:36,145
S00000972,U0091228,mobile,direct,20-02-2024 09:12,20-02-2024 09:15,135
S00000973,U0091228,mobile,direct,22-02-2024 20:13,22-02-2024 20:16,198
S00000974,U0085469,mobile,paid_ads,29-06-2023 18:19,29-06-2023 18:22,176
S00000975,U0091228,mobile,organic,24-02-2024 13:26,24-02-2024 13:29,139
S00000976,U0091228,mobile,direct,03-04-2024 02:17,03-04-2024 02:21,222
S00000977,U0091228,mobile,organic,23-04-2024 11:27,23-04-2024 11:34,364
S00000978,U0091228,mobile,paid_ads,03-04-2024 09:14,03-04-2024 09:17,174
S00000979,U0091228,tablet,referral,13-04-2024 04:35,13-04-2024 04:37,149
S00000980,U0091228,mobile,direct,11-05-2023 08:05,11-05-2023 08:07,112
S00000981,U0091228,desktop,organic,11-04-2024 07:39,11-04-2024 07:43,222
S00000982,U0009946,mobile,paid_ads,19-03-2024 16:54,19-03-2024 16:56,112
S00000983,U0091228,mobile,paid_ads,29-11-2023 02:19,29-11-2023 02:22,210
S00000984,U0091228,desktop,direct,15-05-2023 06:59,15-05-2023 07:00,66
S00000985,U0091228,mobile,referral,25-07-2023 09:41,25-07-2023 09:47,320
S00000986,U0062848,mobile,paid_ads,06-12-2023 22:38,06-12-2023 22:41,196
S00000987,U0054766,mobile,organic,20-01-2024 21:50,20-01-2024 21:56,327
S00000988,U0091228,desktop,paid_ads,28-11-2023 00:05,28-11-2023 00:10,329
S00000989,U0091228,desktop,paid_ads,08-02-2023 11:07,08-02-2023 11:09,103
S00000990,U0091228,tablet,organic,05-02-2023 13:27,05-02-2023 13:30,203
S00000991,U0091228,desktop,referral,04-03-2023 15:33,04-03-2023 15:38,293
S00000992,U0091228,desktop,referral,05-01-2024 15:00,05-01-2024 15:06,326
S00000993,U0085469,tablet,referral,29-01-2024 21:50,29-01-2024 21:53,207
S00000994,U0091228,mobile,referral,22-11-2023 00:51,22-11-2023 00:57,387
S00000995,U0091228,mobile,organic,12-02-2023 22:32,12-02-2023 22:34,134
S00000996,U0009744,tablet,paid_ads,04-05-2023 22:41,04-05-2023 22:43,146
S00000997,U0091228,mobile,paid_ads,28-01-2023 21:31,28-01-2023 21:33,121
